epmc_doi,epmc_id,epmc_source,epm_links,epm_links_id,epm_links_source,epm_links_type
10.1101/2020.09.22.20198820,PPR217876,PPR,1,33301841,MED,Preprint of
10.1101/2020.04.22.20074989,PPR155224,PPR,0,NA,NA,NA
10.1101/2020.05.14.20102533,PPR163950,PPR,0,NA,NA,NA
10.1101/2020.11.12.20230821,PPR238896,PPR,0,NA,NA,NA
10.1101/2020.05.09.20096818,PPR162842,PPR,1,32656001,MED,Preprint of
10.1101/2020.04.23.20076851,PPR155786,PPR,0,NA,NA,NA
10.1101/2020.04.15.20067017,PPR152526,PPR,1,33192569,MED,Preprint of
10.1101/2020.07.23.20160762,PPR192054,PPR,0,NA,NA,NA
10.1101/2020.08.23.20180307,PPR205352,PPR,0,NA,NA,NA
10.1101/2020.09.06.20189290,PPR212236,PPR,0,NA,NA,NA
10.1101/2020.09.15.20195545,PPR215686,PPR,0,NA,NA,NA
10.1101/2020.06.12.20129783,PPR175675,PPR,1,33037070,MED,Preprint of
10.1101/2020.07.02.20145490,PPR183794,PPR,0,NA,NA,NA
10.1101/2020.10.13.20212233,PPR226026,PPR,0,NA,NA,NA
10.1101/2020.05.01.20087387,PPR159055,PPR,0,NA,NA,NA
10.1101/2020.05.10.20097147,PPR162337,PPR,0,NA,NA,NA
10.1101/2020.09.27.20199737,PPR219824,PPR,0,NA,NA,NA
10.1101/2020.11.23.20235002,PPR244991,PPR,0,NA,NA,NA
10.1101/2020.09.17.20194860,PPR215589,PPR,0,NA,NA,NA
10.1101/2020.04.08.20055731,PPR150156,PPR,0,NA,NA,NA
10.1101/2020.05.22.20106294,PPR167072,PPR,0,NA,NA,NA
10.1101/2020.09.16.20195446,PPR215661,PPR,0,NA,NA,NA
10.1101/2020.07.27.20163147,PPR193976,PPR,0,NA,NA,NA
10.1101/2020.09.25.20200774,PPR219233,PPR,0,NA,NA,NA
10.1101/2020.10.12.20211227,PPR225520,PPR,0,NA,NA,NA
10.1101/2020.11.02.20224485,PPR233952,PPR,0,NA,NA,NA
10.1101/2020.07.19.20157198,PPR189930,PPR,0,NA,NA,NA
10.1101/2020.03.20.20038406,PPR118517,PPR,0,NA,NA,NA
10.1101/2020.09.10.20189696,PPR213438,PPR,0,NA,NA,NA
10.1101/2020.07.07.20147983,PPR184965,PPR,1,33109636,MED,Preprint of
10.1101/2020.05.17.20104638,PPR165906,PPR,0,NA,NA,NA
10.1101/2020.10.11.20210906,PPR225523,PPR,0,NA,NA,NA
10.1101/2020.12.09.20246249,PPR252020,PPR,0,NA,NA,NA
10.1101/2020.07.01.20143214,PPR184555,PPR,0,NA,NA,NA
10.1101/2020.04.26.20080101,PPR157317,PPR,1,32965474,MED,Preprint of
10.1101/2020.03.16.20037259,PPR118539,PPR,0,NA,NA,NA
10.1101/2020.06.12.20129536,PPR175663,PPR,0,NA,NA,NA
10.1101/2020.11.20.20235754,PPR241908,PPR,0,NA,NA,NA
10.1101/2020.07.08.20148718,PPR185421,PPR,0,NA,NA,NA
10.1101/2020.06.04.20122457,PPR172468,PPR,0,NA,NA,NA
10.1101/2020.09.03.20187344,PPR210728,PPR,1,33285543,MED,Preprint of
10.1101/2020.07.31.20166157,PPR195917,PPR,0,NA,NA,NA
10.1101/2020.04.21.20064915,PPR155029,PPR,1,32445626,MED,Preprint of
10.1101/2020.08.10.20171413,PPR199530,PPR,0,NA,NA,NA
10.1101/2020.10.30.20223123,PPR233362,PPR,0,NA,NA,NA
10.1101/2020.09.30.20204727,PPR221538,PPR,0,NA,NA,NA
10.1101/2020.08.10.20171942,PPR199526,PPR,0,NA,NA,NA
10.1101/2020.04.27.20080432,PPR157267,PPR,0,NA,NA,NA
10.1101/2020.07.30.20165027,PPR195168,PPR,1,33262433,MED,Preprint of
10.1101/2020.07.19.20145326,PPR191944,PPR,0,NA,NA,NA
10.1101/2020.11.15.20231993,PPR238338,PPR,0,NA,NA,NA
10.1101/2020.05.26.20114082,PPR168119,PPR,0,NA,NA,NA
10.1101/2020.11.21.20236042,PPR241856,PPR,0,NA,NA,NA
10.1101/2020.03.22.20034504,PPR118674,PPR,0,NA,NA,NA
10.1101/2020.08.20.20178533,PPR204533,PPR,0,NA,NA,NA
10.1101/2020.07.30.20164970,PPR195175,PPR,0,NA,NA,NA
10.1101/2020.11.13.20229666,PPR238364,PPR,0,NA,NA,NA
10.1101/2020.05.11.20098590,PPR163929,PPR,0,NA,NA,NA
10.1101/2020.10.25.20219030,PPR230612,PPR,1,33259646,MED,Preprint of
10.1101/2020.06.01.20119602,PPR170162,PPR,1,32797108,MED,Preprint of
10.1101/2020.10.07.20207795,PPR223679,PPR,0,NA,NA,NA
10.1101/2020.05.18.20105189,PPR165883,PPR,0,NA,NA,NA
10.1101/2020.06.14.20130906,PPR176012,PPR,0,NA,NA,NA
10.1101/2020.11.16.20232900,PPR240063,PPR,0,NA,NA,NA
10.1101/2020.03.18.20034561,PPR118360,PPR,0,NA,NA,NA
10.1101/2020.07.23.20161208,PPR191294,PPR,0,NA,NA,NA
10.1101/2020.07.17.20156315,PPR189175,PPR,0,NA,NA,NA
10.1101/2020.05.11.20098806,PPR163908,PPR,1,32710359,MED,Preprint of
10.1101/2020.06.26.20098434,PPR181195,PPR,0,NA,NA,NA
10.1101/2020.07.15.20154906,PPR187987,PPR,0,NA,NA,NA
10.1101/2020.04.19.20062174,PPR154521,PPR,0,NA,NA,NA
10.1101/2020.06.17.20133918,PPR177663,PPR,0,NA,NA,NA
10.1101/2020.11.04.20225706,PPR234503,PPR,0,NA,NA,NA
10.1101/2020.05.09.20096321,PPR161876,PPR,1,32762336,MED,Preprint of
10.1101/2020.04.30.20086496,PPR159136,PPR,0,NA,NA,NA
10.1101/2020.02.25.20024398,PPR115153,PPR,0,NA,NA,NA
10.1101/2020.03.14.20036129,PPR117854,PPR,0,NA,NA,NA
10.1101/2020.02.28.20029181,PPR115459,PPR,0,NA,NA,NA
10.1101/2020.09.29.20204164,PPR222069,PPR,1,33267577,MED,Preprint of
10.1101/2020.03.29.20041962,PPR130597,PPR,0,NA,NA,NA
10.1101/2020.08.01.20166538,PPR196614,PPR,0,NA,NA,NA
10.1101/2020.04.30.20085662,PPR159170,PPR,1,33287789,MED,Preprint of
10.1101/2020.10.11.20210849,PPR225517,PPR,0,NA,NA,NA
10.1101/2020.04.17.20058545,PPR153428,PPR,0,NA,NA,NA
10.1101/2020.08.11.20173005,PPR199519,PPR,1,33040615,MED,Preprint of
10.1101/2020.03.23.20041848,PPR129779,PPR,0,NA,NA,NA
10.1101/2020.09.24.20200394,PPR219146,PPR,0,NA,NA,NA
10.1101/2020.07.02.20145185,PPR183247,PPR,0,NA,NA,NA
10.1101/2020.11.23.20236828,PPR243743,PPR,0,NA,NA,NA
10.1101/2020.08.07.20169490,PPR197688,PPR,0,NA,NA,NA
10.1101/2020.10.16.20213959,PPR227211,PPR,0,NA,NA,NA
10.1101/2020.11.02.20224600,PPR233908,PPR,0,NA,NA,NA
10.1101/2020.07.15.20154930,PPR187985,PPR,1,32840385,MED,Preprint of
10.1101/2020.03.24.20042556,PPR126983,PPR,1,33107200,MED,Preprint of
10.1101/2020.04.29.20085456,PPR235183,PPR,0,NA,NA,NA
10.1101/2020.08.21.20177857,PPR204769,PPR,0,NA,NA,NA
10.1101/2020.04.10.20053207,PPR150355,PPR,0,NA,NA,NA
10.1101/2020.10.30.20217364,PPR233398,PPR,0,NA,NA,NA
10.1101/2020.05.17.20101063,PPR165989,PPR,0,NA,NA,NA
10.1101/2020.06.17.20133934,PPR178420,PPR,0,NA,NA,NA
10.1101/2020.07.20.20158048,PPR192261,PPR,0,NA,NA,NA
10.1101/2020.08.04.20167890,PPR196582,PPR,1,33126120,MED,Preprint of
10.1101/2020.05.21.20108696,PPR166369,PPR,0,NA,NA,NA
10.1101/2020.11.01.20220475,PPR233989,PPR,0,NA,NA,NA
10.1101/2020.08.10.20171637,PPR199521,PPR,0,NA,NA,NA
10.1101/2020.07.16.20155069,PPR188606,PPR,0,NA,NA,NA
10.1101/2020.06.05.20094482,PPR173371,PPR,0,NA,NA,NA
10.1101/2020.08.12.20173328,PPR201311,PPR,0,NA,NA,NA
10.1101/2020.05.31.20118455,PPR170710,PPR,1,33299342,MED,Preprint of
10.1101/2020.07.22.20158311,PPR192273,PPR,0,NA,NA,NA
10.1101/2020.05.04.20090050,PPR159903,PPR,0,NA,NA,NA
10.1101/2020.04.11.20061465,PPR151240,PPR,0,NA,NA,NA
10.1101/2020.06.19.20135830,PPR224545,PPR,1,33072871,MED,Preprint of
10.1101/2020.08.28.20183814,PPR207926,PPR,0,NA,NA,NA
10.1101/2020.11.08.20227884,PPR237654,PPR,0,NA,NA,NA
10.1101/2020.06.04.20109306,PPR171812,PPR,0,NA,NA,NA
10.1101/2020.12.03.20243683,PPR249109,PPR,0,NA,NA,NA
10.1101/2020.09.03.20187336,PPR210732,PPR,0,NA,NA,NA
10.1101/2020.04.11.20056010,PPR151258,PPR,0,NA,NA,NA
10.1101/2020.09.06.20189456,PPR211709,PPR,0,NA,NA,NA
10.1101/2020.05.11.20092692,PPR163999,PPR,0,NA,NA,NA
10.1101/2020.07.29.20164590,PPR194855,PPR,0,NA,NA,NA
10.1101/2020.11.04.20225573,PPR233885,PPR,0,NA,NA,NA
10.1101/2020.03.02.20029868,PPR115966,PPR,0,NA,NA,NA
10.1101/2020.06.08.20125203,PPR173345,PPR,0,NA,NA,NA
10.1101/2020.04.29.20084517,PPR157931,PPR,1,32587844,MED,Preprint of
10.1101/2020.05.14.20101717,PPR164414,PPR,0,NA,NA,NA
10.1101/2020.04.19.20071639,PPR153808,PPR,0,NA,NA,NA
10.1101/2020.11.23.20237487,PPR243588,PPR,0,NA,NA,NA
10.1101/2020.12.08.20246140,PPR252041,PPR,0,NA,NA,NA
10.1101/2020.05.27.20114272,PPR168700,PPR,0,NA,NA,NA
10.1101/2020.04.09.20059659,PPR150962,PPR,0,NA,NA,NA
10.1101/2020.08.21.20179663,PPR204733,PPR,0,NA,NA,NA
10.1101/2020.09.18.20195669,PPR215590,PPR,0,NA,NA,NA
10.1101/2020.12.04.20243840,PPR249122,PPR,0,NA,NA,NA
10.1101/2020.07.30.20165266,PPR195978,PPR,0,NA,NA,NA
10.1101/2020.03.01.20029645,PPR115949,PPR,1,32814822,MED,Preprint of
10.1101/2020.08.19.20177667,PPR204597,PPR,0,NA,NA,NA
10.1101/2020.12.01.20241992,PPR248080,PPR,0,NA,NA,NA
10.1101/2020.05.29.20117184,PPR169678,PPR,0,NA,NA,NA
10.1101/2020.06.02.20120089,PPR170137,PPR,0,NA,NA,NA
10.1101/2020.05.31.20117986,PPR170681,PPR,0,NA,NA,NA
10.1101/2020.06.11.20129023,PPR175316,PPR,0,NA,NA,NA
10.1101/2020.04.23.20076075,PPR155448,PPR,0,NA,NA,NA
10.1101/2020.11.05.20226472,PPR235022,PPR,0,NA,NA,NA
10.1101/2020.10.27.20221085,PPR231749,PPR,0,NA,NA,NA
10.1101/2020.04.14.20064790,PPR151488,PPR,0,NA,NA,NA
10.1101/2020.11.16.20232389,PPR239385,PPR,0,NA,NA,NA
10.1101/2020.03.27.20045062,PPR138503,PPR,0,NA,NA,NA
10.1101/2020.04.18.20064774,PPR153348,PPR,0,NA,NA,NA
10.1101/2020.05.06.20092981,PPR160834,PPR,0,NA,NA,NA
10.1101/2020.11.14.20230938,PPR238909,PPR,0,NA,NA,NA
10.1101/2020.04.29.20084400,PPR158566,PPR,0,NA,NA,NA
10.1101/2020.05.18.20105783,PPR165484,PPR,0,NA,NA,NA
10.1101/2020.06.12.20129833,PPR175466,PPR,0,NA,NA,NA
10.1101/2020.04.09.20059014,PPR150143,PPR,0,NA,NA,NA
10.1101/2020.07.27.20162743,PPR193384,PPR,0,NA,NA,NA
10.1101/2020.10.11.20210641,PPR225492,PPR,0,NA,NA,NA
10.1101/2020.06.23.20138479,PPR179583,PPR,0,NA,NA,NA
10.1101/2020.05.06.20093237,PPR160822,PPR,0,NA,NA,NA
10.1101/2020.04.29.20085183,PPR157939,PPR,0,NA,NA,NA
10.1101/2020.04.27.20081372,PPR157821,PPR,0,NA,NA,NA
10.1101/2020.11.20.20235705,PPR241917,PPR,0,NA,NA,NA
10.1101/2020.09.19.20197749,PPR215247,PPR,0,NA,NA,NA
10.1101/2020.09.16.20195552,PPR215448,PPR,0,NA,NA,NA
10.1101/2020.04.07.20056846,PPR150227,PPR,0,NA,NA,NA
10.1101/2020.04.26.20080341,PPR157307,PPR,0,NA,NA,NA
10.1101/2020.11.24.20238055,PPR245871,PPR,0,NA,NA,NA
10.1101/2020.03.04.20031047,PPR116090,PPR,0,NA,NA,NA
10.1101/2020.03.29.20045187,PPR130586,PPR,0,NA,NA,NA
10.1101/2020.08.03.20167593,PPR197728,PPR,0,NA,NA,NA
10.1101/2020.03.17.20037408,PPR118168,PPR,1,32334182,MED,Preprint of
10.1101/2020.09.09.20191320,PPR213500,PPR,0,NA,NA,NA
10.1101/2020.04.02.20051342,PPR139470,PPR,0,NA,NA,NA
10.1101/2020.10.14.20212431,PPR226599,PPR,0,NA,NA,NA
10.1101/2020.04.27.20075085,PPR157278,PPR,1,32902023,MED,Preprint of
10.1101/2020.05.14.20102541,PPR163956,PPR,0,NA,NA,NA
10.1101/2020.10.29.20222414,PPR233376,PPR,0,NA,NA,NA
10.1101/2020.03.30.20047597,PPR138007,PPR,0,NA,NA,NA
10.1101/2020.11.06.20226423,PPR236181,PPR,0,NA,NA,NA
10.1101/2020.03.04.20031120,PPR116092,PPR,0,NA,NA,NA
10.1101/2020.03.22.20040600,PPR126952,PPR,1,32303592,MED,Preprint of
10.1101/2020.06.04.20112417,PPR172697,PPR,0,NA,NA,NA
10.1101/2020.03.24.20042424,PPR126989,PPR,0,NA,NA,NA
10.1101/2020.04.06.20055475,PPR150152,PPR,1,32313207,MED,Preprint of
10.1101/2020.10.26.20219550,PPR230572,PPR,0,NA,NA,NA
10.1101/2020.06.22.20137448,PPR179121,PPR,1,33087516,MED,Preprint of
10.1101/2020.04.30.20085613,PPR165023,PPR,0,NA,NA,NA
10.1101/2020.07.16.20155663,PPR190305,PPR,0,NA,NA,NA
10.1101/2020.03.16.20037176,PPR118171,PPR,0,NA,NA,NA
10.1101/2020.09.11.20191692,PPR213443,PPR,0,NA,NA,NA
10.1101/2020.03.24.20041087,PPR129743,PPR,0,NA,NA,NA
10.1101/2020.08.31.20185314,PPR208207,PPR,0,NA,NA,NA
10.1101/2020.09.29.20193110,PPR220826,PPR,0,NA,NA,NA
10.1101/2020.04.08.20057893,PPR149848,PPR,0,NA,NA,NA
10.1101/2020.05.19.20106997,PPR167011,PPR,0,NA,NA,NA
10.1101/2020.03.16.20037135,PPR118125,PPR,1,32205204,MED,Preprint of
10.1101/2020.05.02.20080036,PPR160503,PPR,1,32930657,MED,Preprint of
10.1101/2020.06.17.20133884,PPR177675,PPR,1,32860962,MED,Preprint of
10.1101/2020.05.21.20109207,PPR166788,PPR,1,32790733,MED,Preprint of
10.1101/2020.04.27.20073379,PPR157287,PPR,0,NA,NA,NA
10.1101/2020.09.18.20197327,PPR215239,PPR,1,33068425,MED,Preprint of
10.1101/2020.09.04.20187781,PPR211707,PPR,0,NA,NA,NA
10.1101/2020.06.30.20143289,PPR183263,PPR,0,NA,NA,NA
10.1101/2020.05.14.20101774,PPR164415,PPR,0,NA,NA,NA
10.1101/2020.04.10.20060558,PPR150861,PPR,0,NA,NA,NA
10.1101/2020.08.20.20178772,PPR205320,PPR,0,NA,NA,NA
10.1101/2020.06.08.20122143,PPR173364,PPR,0,NA,NA,NA
10.1101/2020.04.27.20082180,PPR157747,PPR,0,NA,NA,NA
10.1101/2020.05.05.20088757,PPR160818,PPR,0,NA,NA,NA
10.1101/2020.06.05.20122705,PPR174821,PPR,0,NA,NA,NA
10.1101/2020.08.16.20175752,PPR201651,PPR,1,33075525,MED,Preprint of
10.1101/2020.06.23.20137992,PPR179100,PPR,0,NA,NA,NA
10.1101/2020.04.14.20065276,PPR152522,PPR,0,NA,NA,NA
10.1101/2020.06.16.20132597,PPR177704,PPR,0,NA,NA,NA
10.1101/2020.10.26.20219626,PPR230579,PPR,0,NA,NA,NA
10.1101/2020.05.18.20097220,PPR164885,PPR,0,NA,NA,NA
10.1101/2020.03.22.20040774,PPR118696,PPR,0,NA,NA,NA
10.1101/2020.05.19.20106781,PPR167029,PPR,1,33206176,MED,Preprint of
10.1101/2020.04.24.20077388,PPR156417,PPR,0,NA,NA,NA
10.1101/2020.04.06.20054825,PPR150188,PPR,0,NA,NA,NA
10.1101/2020.06.26.20140525,PPR180916,PPR,0,NA,NA,NA
10.1101/2020.02.27.20028530,PPR115159,PPR,0,NA,NA,NA
10.1101/2020.06.14.20131169,PPR176800,PPR,0,NA,NA,NA
10.1101/2020.11.26.20239103,PPR246049,PPR,0,NA,NA,NA
10.1101/2020.06.06.20124461,PPR173327,PPR,0,NA,NA,NA
10.1101/2020.07.10.20150508,PPR186345,PPR,1,33216788,MED,Preprint of
10.1101/2020.04.23.20076737,PPR155488,PPR,1,32452888,MED,Preprint of
10.1101/2020.05.18.20091264,PPR165392,PPR,0,NA,NA,NA
10.1101/2020.08.25.20181909,PPR208159,PPR,0,NA,NA,NA
10.1101/2020.05.04.20088104,PPR159949,PPR,0,NA,NA,NA
10.1101/2020.05.05.20091918,PPR160403,PPR,0,NA,NA,NA
10.1101/2020.03.19.20026245,PPR118566,PPR,0,NA,NA,NA
10.1101/2020.09.29.20204289,PPR220820,PPR,0,NA,NA,NA
10.1101/2020.05.01.20087684,PPR159037,PPR,0,NA,NA,NA
10.1101/2020.05.05.20092452,PPR161899,PPR,0,NA,NA,NA
10.1101/2020.06.15.20131391,PPR177677,PPR,1,32903266,MED,Preprint of
10.1101/2020.06.08.20125856,PPR173240,PPR,1,32623351,MED,Preprint of
10.1101/2020.11.23.20237313,PPR243723,PPR,0,NA,NA,NA
10.1101/2020.07.13.20153080,PPR187555,PPR,0,NA,NA,NA
10.1101/2020.09.15.20195487,PPR215659,PPR,0,NA,NA,NA
10.1101/2020.06.26.20141085,PPR180968,PPR,0,NA,NA,NA
10.1101/2020.05.19.20107359,PPR166992,PPR,0,NA,NA,NA
10.1101/2020.06.03.20121194,PPR171764,PPR,0,NA,NA,NA
10.1101/2020.04.19.20071399,PPR153812,PPR,0,NA,NA,NA
10.1101/2020.07.11.20151563,PPR187009,PPR,0,NA,NA,NA
10.1101/2020.08.13.20171751,PPR201339,PPR,0,NA,NA,NA
10.1101/2020.06.10.20127225,PPR174739,PPR,1,33119539,MED,Preprint of
10.1101/2020.05.13.20100271,PPR163739,PPR,0,NA,NA,NA
10.1101/2020.08.26.20182204,PPR208005,PPR,0,NA,NA,NA
10.1101/2020.05.17.20104661,PPR165924,PPR,0,NA,NA,NA
10.1101/2020.09.23.20200147,PPR218545,PPR,0,NA,NA,NA
10.1101/2020.06.30.20143651,PPR182720,PPR,0,NA,NA,NA
10.1101/2020.06.10.20127746,PPR174713,PPR,0,NA,NA,NA
10.1101/2020.06.10.20127472,PPR174741,PPR,1,33097268,MED,Preprint of
10.1101/2020.10.11.20211011,PPR224465,PPR,0,NA,NA,NA
10.1101/2020.07.16.20155382,PPR189138,PPR,0,NA,NA,NA
10.1101/2020.05.27.20112987,PPR168704,PPR,1,33163738,MED,Preprint of
10.1101/2020.03.13.20034892,PPR117699,PPR,0,NA,NA,NA
10.1101/2020.06.10.20126532,PPR174259,PPR,1,33288662,MED,Preprint of
10.1101/2020.12.05.20244541,PPR250000,PPR,0,NA,NA,NA
10.1101/2020.07.16.20154088,PPR188526,PPR,0,NA,NA,NA
10.1101/2020.12.10.20247338,PPR252770,PPR,0,NA,NA,NA
10.1101/2020.10.13.20211664,PPR226034,PPR,0,NA,NA,NA
10.1101/2020.09.11.20192849,PPR213589,PPR,0,NA,NA,NA
10.1101/2020.05.05.20092346,PPR160435,PPR,0,NA,NA,NA
10.1101/2020.06.18.20134353,PPR178419,PPR,0,NA,NA,NA
10.1101/2020.07.09.20148056,PPR185865,PPR,0,NA,NA,NA
10.1101/2020.08.15.20175844,PPR201672,PPR,0,NA,NA,NA
10.1101/2020.05.15.20103531,PPR164829,PPR,1,33195334,MED,Preprint of
10.1101/2020.04.12.20062166,PPR151532,PPR,0,NA,NA,NA
10.1101/2020.08.12.20173468,PPR201386,PPR,0,NA,NA,NA
10.1101/2020.05.01.20087239,PPR159412,PPR,1,32829467,MED,Preprint of
10.1101/2020.03.23.20039362,PPR129823,PPR,1,32377375,MED,Preprint of
10.1101/2020.04.19.20071357,PPR154454,PPR,0,NA,NA,NA
10.1101/2020.11.16.20232967,PPR239349,PPR,0,NA,NA,NA
10.1101/2020.11.03.20216580,PPR234594,PPR,1,33233817,MED,Preprint of
10.1101/2020.03.12.20035048,PPR117575,PPR,1,32719810,MED,Preprint of
10.1101/2020.09.01.20185884,PPR208201,PPR,0,NA,NA,NA
10.1101/2020.05.21.20108860,PPR166375,PPR,1,33129826,MED,Preprint of
10.1101/2020.11.27.20239426,PPR246573,PPR,0,NA,NA,NA
10.1101/2020.07.15.20154401,PPR187948,PPR,0,NA,NA,NA
10.1101/2020.05.28.20116046,PPR170884,PPR,0,NA,NA,NA
10.1101/2020.05.20.20107631,PPR166760,PPR,0,NA,NA,NA
10.1101/2020.03.03.20030650,PPR116007,PPR,0,NA,NA,NA
10.1101/2020.05.17.20104869,PPR165460,PPR,0,NA,NA,NA
10.1101/2020.07.31.20161216,PPR198538,PPR,0,NA,NA,NA
10.1101/2020.04.10.20061150,PPR150855,PPR,0,NA,NA,NA
10.1101/2020.09.03.20187856,PPR210709,PPR,0,NA,NA,NA
10.1101/2020.03.12.20034736,PPR117557,PPR,1,32460357,MED,Preprint of
10.1101/2020.09.12.20193086,PPR213582,PPR,0,NA,NA,NA
10.1101/2020.07.27.20163121,PPR194101,PPR,1,33103108,MED,Preprint of
10.1101/2020.03.12.20034660,PPR117550,PPR,1,32311320,MED,Preprint of
10.1101/2020.11.17.20231498,PPR240076,PPR,0,NA,NA,NA
10.1101/2020.04.20.20068056,PPR154464,PPR,0,NA,NA,NA
10.1101/2020.09.03.20187377,PPR210734,PPR,0,NA,NA,NA
10.1101/2020.04.16.20067587,PPR153341,PPR,1,33125396,MED,Preprint of
10.1101/2020.07.14.20153825,PPR187963,PPR,0,NA,NA,NA
10.1101/2020.03.23.20041319,PPR129768,PPR,0,NA,NA,NA
10.1101/2020.03.13.20035253,PPR117692,PPR,0,NA,NA,NA
10.1101/2020.07.25.20161919,PPR192949,PPR,0,NA,NA,NA
10.1101/2020.07.17.20155226,PPR188521,PPR,0,NA,NA,NA
10.1101/2020.11.28.20240267,PPR245962,PPR,0,NA,NA,NA
10.1101/2020.05.03.20089649,PPR159926,PPR,1,32426062,MED,Preprint of
10.1101/2020.07.06.20147421,PPR184363,PPR,0,NA,NA,NA
10.1101/2020.08.14.20158535,PPR201503,PPR,0,NA,NA,NA
10.1101/2020.04.19.20071415,PPR153963,PPR,0,NA,NA,NA
10.1101/2020.12.08.20246173,PPR252030,PPR,0,NA,NA,NA
10.1101/2020.07.25.20151225,PPR192335,PPR,0,NA,NA,NA
10.1101/2020.10.02.20205237,PPR221576,PPR,0,NA,NA,NA
10.1101/2020.07.06.20147009,PPR184428,PPR,0,NA,NA,NA
10.1101/2020.05.10.20094946,PPR162831,PPR,1,32936811,MED,Preprint of
10.1101/2020.05.09.20096842,PPR162814,PPR,0,NA,NA,NA
10.1101/2020.10.01.20203711,PPR221548,PPR,0,NA,NA,NA
10.1101/2020.07.11.20150193,PPR187004,PPR,1,33232687,MED,Preprint of
10.1101/2020.08.01.20160077,PPR195966,PPR,1,33065022,MED,Preprint of
10.1101/2020.06.05.20121566,PPR172418,PPR,1,32539253,MED,Preprint of
10.1101/2020.08.15.20175562,PPR201657,PPR,0,NA,NA,NA
10.1101/2020.07.21.20158956,PPR190342,PPR,0,NA,NA,NA
10.1101/2020.10.25.20200675,PPR230595,PPR,0,NA,NA,NA
10.1101/2020.09.24.20200667,PPR218534,PPR,0,NA,NA,NA
10.1101/2020.11.11.20229740,PPR237481,PPR,0,NA,NA,NA
10.1101/2020.08.05.20167411,PPR197083,PPR,0,NA,NA,NA
10.1101/2020.10.18.20214643,PPR227661,PPR,0,NA,NA,NA
10.1101/2020.08.22.20180000,PPR205373,PPR,0,NA,NA,NA
10.1101/2020.09.01.20183145,PPR208208,PPR,0,NA,NA,NA
10.1101/2020.06.09.20126995,PPR174260,PPR,1,32790028,MED,Preprint of
10.1101/2020.06.24.20138925,PPR180008,PPR,0,NA,NA,NA
10.1101/2020.04.08.20058180,PPR150885,PPR,0,NA,NA,NA
10.1101/2020.06.30.20138446,PPR182217,PPR,0,NA,NA,NA
10.1101/2020.10.12.20211722,PPR225433,PPR,0,NA,NA,NA
10.1101/2020.12.01.20241612,PPR248098,PPR,0,NA,NA,NA
10.1101/2020.07.11.20151217,PPR187014,PPR,0,NA,NA,NA
10.1101/2020.08.04.20167908,PPR196576,PPR,1,33208182,MED,Preprint of
10.1101/2020.06.15.20131490,PPR176634,PPR,0,NA,NA,NA
10.1101/2020.11.27.20239830,PPR245991,PPR,0,NA,NA,NA
10.1101/2020.08.20.20178889,PPR204493,PPR,0,NA,NA,NA
10.1101/2020.05.05.20092262,PPR160423,PPR,0,NA,NA,NA
10.1101/2020.05.02.20078642,PPR159091,PPR,0,NA,NA,NA
10.1101/2020.09.17.20197038,PPR215244,PPR,0,NA,NA,NA
10.1101/2020.05.22.20110544,PPR166948,PPR,1,32571831,MED,Preprint of
10.1101/2020.06.05.20122903,PPR172619,PPR,0,NA,NA,NA
10.1101/2020.04.15.20061168,PPR152366,PPR,1,32684183,MED,Preprint of
10.1101/2020.05.03.20089375,PPR159934,PPR,0,NA,NA,NA
10.1101/2020.06.14.20125997,PPR176793,PPR,0,NA,NA,NA
10.1101/2020.07.20.20158527,PPR190332,PPR,0,NA,NA,NA
10.1101/2020.07.14.20153544,PPR188601,PPR,0,NA,NA,NA
10.1101/2020.07.10.20151258,PPR187020,PPR,0,NA,NA,NA
10.1101/2020.04.26.20081083,PPR157813,PPR,1,32864409,MED,Preprint of
10.1101/2020.12.09.20246520,PPR251981,PPR,0,NA,NA,NA
10.1101/2020.05.01.20088260,PPR159008,PPR,0,NA,NA,NA
10.1101/2020.11.25.20237115,PPR245496,PPR,0,NA,NA,NA
10.1101/2020.04.16.20062141,PPR153002,PPR,0,NA,NA,NA
10.1101/2020.08.23.20180273,PPR205342,PPR,0,NA,NA,NA
10.1101/2020.10.02.20205567,PPR222245,PPR,0,NA,NA,NA
10.1101/2020.09.23.20200212,PPR218555,PPR,0,NA,NA,NA
10.1101/2020.05.01.20088179,PPR159019,PPR,0,NA,NA,NA
10.1101/2020.04.13.20063529,PPR151736,PPR,0,NA,NA,NA
10.1101/2020.10.03.20206151,PPR222121,PPR,0,NA,NA,NA
10.1101/2020.11.09.20228452,PPR237603,PPR,0,NA,NA,NA
10.1101/2020.06.22.20134130,PPR180407,PPR,0,NA,NA,NA
10.1101/2020.07.28.20163154,PPR217239,PPR,0,NA,NA,NA
10.1101/2020.05.15.20102764,PPR163955,PPR,0,NA,NA,NA
10.1101/2020.07.22.20158949,PPR191951,PPR,1,32859963,MED,Preprint of
10.1101/2020.09.14.20191106,PPR214639,PPR,0,NA,NA,NA
10.1101/2020.10.15.20213371,PPR227706,PPR,0,NA,NA,NA
10.1101/2020.07.26.20162529,PPR193364,PPR,0,NA,NA,NA
10.1101/2020.03.12.20034827,PPR117496,PPR,1,32692736,MED,Preprint of
10.1101/2020.05.05.20092106,PPR160410,PPR,0,NA,NA,NA
10.1101/2020.06.13.20130294,PPR176079,PPR,0,NA,NA,NA
