source,identifier,posted_date,is_preprint_of,preprint_of_doi,is_published_CSHL,published_doi_CSHL
medRxiv,10.1101/2020.06.29.20142364,2020-06-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.02.20030049,2020-03-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.23.20077065,2020-04-29,NA,NA,TRUE,10.1371/journal.pone.0236860
medRxiv,10.1101/2020.05.14.20101162,2020-05-19,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.24.20027375,2020-02-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.04.20168351,2020-08-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.09.20125831,2020-06-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.21.20129049,2020-06-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.11.20128959,2020-06-12,is_preprint_of,10.1016/j.ijid.2020.08.065,TRUE,10.1016/j.ijid.2020.08.065
medRxiv,10.1101/2020.03.06.20032417,2020-03-10,is_preprint_of,10.1126/sciadv.abc1202,TRUE,10.1126/sciadv.abc1202
medRxiv,10.1101/2020.03.11.20034215,2020-03-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.02.20030080,2020-03-02,NA,NA,TRUE,10.3389/fphy.2020.00336
medRxiv,10.1101/2020.09.30.20204644,2020-09-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.27.20045252,2020-03-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.24.20027268,2020-02-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.27.20081398,2020-05-03,NA,NA,TRUE,10.1001/jamanetworkopen.2020.13807
medRxiv,10.1101/2020.04.24.20075291,2020-04-28,NA,NA,TRUE,10.1093/cid/ciaa849
medRxiv,10.1101/2020.03.24.20043067,2020-03-27,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.04.20031104,2020-03-06,NA,NA,TRUE,10.1371/journal.pmed.1003189
medRxiv,10.1101/2020.05.21.20108407,2020-05-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.24.20077800,2020-04-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.03.20020248,2020-02-11,NA,NA,TRUE,10.1016/j.ijid.2020.03.020
medRxiv,10.1101/2020.09.29.20203885,2020-09-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.28.20083758,2020-05-05,NA,NA,TRUE,10.1002/jmv.26041
medRxiv,10.1101/2020.05.23.20111484,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.18.20024315,2020-02-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.16.20023606,2020-02-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.22.20110064,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.01.20050369,2020-04-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.11.20024901,2020-03-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.26.20202382,2020-09-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.16.20132985,2020-06-19,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.09.20096800,2020-05-15,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.08.20094979,2020-05-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.06.20053934,2020-04-11,is_preprint_of,10.1371/journal.pone.0241170,TRUE,10.1371/journal.pone.0241170
medRxiv,10.1101/2020.05.04.20090399,2020-05-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.02.20050930,2020-04-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.29.20222513,2020-11-03,NA,NA,NA,NA
medRxiv,10.1101/2020.02.08.20021253,2020-02-11,NA,NA,TRUE,10.1016/j.ijheh.2020.113555
medRxiv,10.1101/2020.05.13.20101071,2020-05-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.02.20088989,2020-05-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.15.20066100,2020-04-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.15.20065532,2020-04-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.20.20072892,2020-04-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.21.20136580,2020-06-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.03.20052779,2020-05-08,is_preprint_of,10.1016/j.idm.2020.09.004,TRUE,10.1016/j.idm.2020.09.004
medRxiv,10.1101/2020.07.30.20164921,2020-08-01,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.18.20232272,2020-11-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.19.20107094,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.22.20075663,2020-04-27,NA,NA,TRUE,10.1186/s12916-020-01640-8
medRxiv,10.1101/2020.09.22.20198754,2020-09-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.24.20179226,2020-08-26,is_preprint_of,10.1096/fj.202002097,TRUE,10.1096/fj.202002097
medRxiv,10.1101/2020.08.26.20182543,2020-09-01,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.19.20106344,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.03.20167122,2020-08-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.22.20136036,2020-06-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.05.20188821,2020-09-08,NA,NA,TRUE,10.1016/j.eclinm.2020.100630
medRxiv,10.1101/2020.06.10.20127621,2020-06-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.05.20092296,2020-05-09,NA,NA,TRUE,10.1136/bmjresp-2020-000644
medRxiv,10.1101/2020.11.27.20238147,2020-12-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.22.20110791,2020-05-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.03.20077206,2020-05-08,NA,NA,TRUE,10.3389/fneur.2020.01004
medRxiv,10.1101/2020.07.10.20150573,2020-07-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.19.20106542,2020-05-26,is_preprint_of,10.1016/j.mbs.2020.108472,TRUE,10.1016/j.mbs.2020.108472
medRxiv,10.1101/2020.05.16.20103747,2020-05-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.27.20042820,2020-03-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.12.20129403,2020-06-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.02.20087221,2020-05-06,NA,NA,TRUE,10.1002/jmv.26005
medRxiv,10.1101/2020.05.02.20087544,2020-05-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.15.20023440,2020-02-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.27.20238980,2020-11-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.19.20099309,2020-05-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.25.20161943,2020-07-27,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.11.20210971,2020-10-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.19.20178319,2020-08-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.20.20158071,2020-07-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.10.20192260,2020-09-11,NA,NA,TRUE,10.1128/jcm.02342-20
medRxiv,10.1101/2020.02.11.20021493,2020-02-12,NA,NA,TRUE,10.1016/j.xinn.2020.100061
medRxiv,10.1101/2020.05.30.20117424,2020-06-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.25.20105213,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.12.20099093,2020-05-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.17.20068775,2020-04-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.11.20033639,2020-03-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.27.20044891,2020-03-30,is_preprint_of,10.3201/eid2608.201093,TRUE,10.3201/eid2608.201093
medRxiv,10.1101/2020.09.10.20191932,2020-09-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.31.20166082,2020-08-04,NA,NA,TRUE,10.1016/j.cell.2020.11.020
medRxiv,10.1101/2020.10.02.20205906,2020-10-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.30.20117853,2020-06-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.07.20226837,2020-11-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.07.20208314,2020-10-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.29.20097097,2020-06-01,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.20.20025882,2020-02-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.30.20164939,2020-08-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.03.20167221,2020-08-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.13.20130120,2020-06-16,is_preprint_of,10.1017/s0033291720003414,TRUE,10.1017/s0033291720003414
medRxiv,10.1101/2020.10.09.20210245,2020-10-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.05.20092064,2020-05-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.18.20214585,2020-10-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.06.20073742,2020-05-11,NA,NA,TRUE,10.3390/ijerph17103705
medRxiv,10.1101/2020.04.25.20079913,2020-04-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.10.20115543,2020-06-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.06.20147637,2020-07-07,is_preprint_of,10.1186/s40246-020-00288-y,TRUE,10.1186/s40246-020-00288-y
medRxiv,10.1101/2020.11.05.20224618,2020-11-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.22.20217539,2020-10-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.28.20161646,2020-07-30,is_preprint_of,10.1371/journal.pone.0239400,TRUE,10.1371/journal.pone.0239400
medRxiv,10.1101/2020.12.04.20240283,2020-12-07,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.28.20163592,2020-07-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.01.20186320,2020-09-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.15.20172080,2020-08-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.31.20165720,2020-08-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.26.20039438,2020-03-27,NA,NA,TRUE,10.1093/cid/ciaa531
medRxiv,10.1101/2020.05.26.20102889,2020-06-01,is_preprint_of,10.1007/s10147-020-01734-6,TRUE,10.1007/s10147-020-01734-6
medRxiv,10.1101/2020.04.30.20086447,2020-05-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.17.20152702,2020-07-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.09.20210039,2020-10-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.24.20111682,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.27.20028787,2020-03-01,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.27.20239590,2020-11-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.27.20043968,2020-03-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.30.20194290,2020-09-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.05.20123703,2020-06-07,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.12.20062679,2020-04-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.18.20177592,2020-08-25,is_preprint_of,10.1093/ofid/ofaa488,TRUE,10.1093/ofid/ofaa488
medRxiv,10.1101/2020.05.01.20081034,2020-05-06,NA,NA,TRUE,10.1016/j.jcv.2020.104454
medRxiv,10.1101/2020.04.09.20056325,2020-04-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.18.20209189,2020-10-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.16.20035014,2020-03-20,NA,NA,TRUE,10.1128/jcm.00461-20
medRxiv,10.1101/2020.05.27.20112888,2020-05-27,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.27.20182923,2020-09-01,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.17.20036954,2020-03-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.06.20207902,2020-10-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.10.20123398,2020-06-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.15.20149617,2020-07-17,is_preprint_of,10.1371/journal.pone.0237548,TRUE,10.1371/journal.pone.0237548
medRxiv,10.1101/2020.06.12.20127944,2020-06-16,is_preprint_of,10.1001/jama.2020.15580,TRUE,10.1001/jama.2020.15580
medRxiv,10.1101/2020.12.07.20245431,2020-12-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.24.20231324,2020-11-27,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.31.20166041,2020-08-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.31.20118273,2020-06-03,NA,NA,TRUE,10.1093/infdis/jiaa467
medRxiv,10.1101/2020.06.16.20133041,2020-06-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.01.20119198,2020-06-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.27.20220509,2020-10-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.28.20132498,2020-06-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.27.20239699,2020-11-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.01.20203836,2020-10-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.01.20050492,2020-04-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.26.20042044,2020-03-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.26.20044636,2020-03-31,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.26.20028084,2020-02-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.24.20180067,2020-08-31,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.24.20180638,2020-08-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.10.20228908,2020-11-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.24.20111666,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.09.20126318,2020-06-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.13.20231316,2020-11-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.01.20029801,2020-03-06,is_preprint_of,10.1186/s12916-020-01619-5,TRUE,10.1186/s12916-020-01619-5
medRxiv,10.1101/2020.07.13.20152660,2020-07-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.28.20142232,2020-06-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.06.20032177,2020-03-08,is_preprint_of,10.3389/fmed.2020.00171,TRUE,10.3389/fmed.2020.00171
medRxiv,10.1101/2020.05.14.20093633,2020-05-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.28.20083550,2020-05-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.24.20139006,2020-06-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.15.20231795,2020-11-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.29.20131367,2020-07-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.22.20075697,2020-04-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.25.20139931,2020-06-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.27.20045153,2020-03-30,NA,NA,TRUE,10.1007/s10096-020-03978-6
medRxiv,10.1101/2020.06.11.20127415,2020-06-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.09.20149435,2020-07-10,NA,NA,TRUE,10.1073/pnas.2019324117
medRxiv,10.1101/2020.04.20.20054726,2020-04-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.03.20019141,2020-02-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.17.20176610,2020-08-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.29.20162917,2020-07-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.24.20200543,2020-09-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.08.20125153,2020-06-09,NA,NA,FALSE,NA
medRxiv,10.1101/2020.02.17.20023721,2020-02-20,NA,NA,TRUE,10.1053/j.gastro.2020.02.055
medRxiv,10.1101/2020.07.22.20160028,2020-07-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.16.20067728,2020-04-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.20.20215608,2020-10-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.29.20142703,2020-06-30,is_preprint_of,10.1021/acs.jproteome.0c00606,TRUE,10.1021/acs.jproteome.0c00606
medRxiv,10.1101/2020.08.21.20179671,2020-08-24,NA,NA,TRUE,10.1186/s12916-020-01851-z
medRxiv,10.1101/2020.05.04.20089995,2020-05-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.20.20157735,2020-07-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.23.20160721,2020-07-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.06.20093419,2020-05-12,NA,NA,TRUE,10.1038/s41598-020-74825-z
medRxiv,10.1101/2020.08.24.20170175,2020-08-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.23.20236703,2020-11-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.01.20087965,2020-05-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.02.20051524,2020-04-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.11.20128249,2020-06-12,NA,NA,TRUE,10.1126/science.abd2161
medRxiv,10.1101/2020.07.09.20149583,2020-07-10,is_preprint_of,10.1016/s2666-7568(20)30012-x,TRUE,10.1016/s2666-7568(20)30012-x
medRxiv,10.1101/2020.09.26.20201814,2020-09-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.01.20143925,2020-07-02,NA,NA,TRUE,10.1007/s41403-020-00166-y
medRxiv,10.1101/2020.05.05.20091389,2020-05-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.23.20237503,2020-11-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.09.20191205,2020-09-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.23.20160648,2020-07-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.08.20095273,2020-05-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.29.20110098,2020-06-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.09.20084202,2020-05-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.03.20030593,2020-03-06,NA,NA,TRUE,10.1001/jama.2020.6130
medRxiv,10.1101/2020.02.21.20026328,2020-02-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.07.20091769,2020-05-12,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.17.20176636,2020-08-18,NA,NA,TRUE,10.1080/20477724.2020.1847778
medRxiv,10.1101/2020.09.01.20185611,2020-09-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.08.20125401,2020-06-09,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.27.20163204,2020-07-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.29.20204396,2020-09-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.15.20213363,2020-10-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.12.20173047,2020-08-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.20.20177949,2020-08-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.08.20209684,2020-10-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.29.20184317,2020-09-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.14.20035741,2020-03-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.09.20056259,2020-04-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.12.07.20245621,2020-12-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.10.20127175,2020-06-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.24.20237644,2020-11-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.28.20141655,2020-06-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.28.20083147,2020-05-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.22.20159632,2020-07-24,is_preprint_of,10.1093/ije/dyaa169,TRUE,10.1093/ije/dyaa169
medRxiv,10.1101/2020.10.27.20216366,2020-10-31,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.11.20229815,2020-11-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.10.20096909,2020-05-15,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.26.20113357,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.13.20152710,2020-07-14,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.04.20090324,2020-05-08,NA,NA,TRUE,10.1017/s0950268820002617
medRxiv,10.1101/2020.06.24.20139295,2020-06-26,is_preprint_of,10.1136/heartjnl-2020-317663,TRUE,10.1136/heartjnl-2020-317663
medRxiv,10.1101/2020.05.13.20098186,2020-05-18,NA,NA,TRUE,10.1016/j.annemergmed.2020.07.035
medRxiv,10.1101/2020.09.27.20202499,2020-09-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.09.20199778,2020-10-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.07.20227520,2020-11-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.08.20056051,2020-04-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.30.20199828,2020-10-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.31.20115154,2020-06-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.09.20191676,2020-09-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.19.20071217,2020-04-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.16.20133256,2020-06-18,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.06.20169839,2020-08-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.21.20108522,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.14.20035873,2020-03-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.13.20063933,2020-04-17,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.01.20224105,2020-11-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.20.20235630,2020-11-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.22.20075671,2020-04-25,is_preprint_of,10.1161/jaha.120.017144,TRUE,10.1161/jaha.120.017144
medRxiv,10.1101/2020.04.08.20057067,2020-04-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.03.20225169,2020-11-04,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.22.20199331,2020-09-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.15.20213504,2020-10-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.22.20137786,2020-06-24,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.24.20078584,2020-04-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.04.20146423,2020-07-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.23.20110189,2020-05-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.02.20050633,2020-04-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.05.20054338,2020-04-07,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.08.20209643,2020-10-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.27.20161976,2020-07-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.14.20131268,2020-06-16,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.14.20101352,2020-05-19,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.24.20139121,2020-06-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.04.20031237,2020-03-08,NA,NA,TRUE,10.2337/dc20-0643
medRxiv,10.1101/2020.12.05.20244426,2020-12-07,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.30.20143909,2020-07-02,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.01.20179879,2020-09-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.09.20190983,2020-09-10,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.19.20234658,2020-11-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.08.20125864,2020-06-09,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.01.20186304,2020-09-03,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.25.20235457,2020-11-28,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.18.20106013,2020-05-22,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.22.20041111,2020-03-27,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.20.20198283,2020-09-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.02.20050773,2020-04-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.21.20216978,2020-10-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.25.20181800,2020-08-31,NA,NA,FALSE,NA
medRxiv,10.1101/2020.07.02.20144832,2020-07-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.05.20054502,2020-04-07,is_preprint_of,10.1126/sciadv.abd4049,TRUE,10.1126/sciadv.abd4049
medRxiv,10.1101/2020.06.03.20121004,2020-06-04,is_preprint_of,10.1088/1752-7163/abb28c,TRUE,10.1088/1752-7163/abb28c
medRxiv,10.1101/2020.10.06.20205369,2020-10-11,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.04.20168468,2020-08-06,NA,NA,FALSE,NA
medRxiv,10.1101/2020.08.10.20171439,2020-08-12,is_preprint_of,10.3934/mbe.2020386,TRUE,10.3934/mbe.2020386
medRxiv,10.1101/2020.03.18.20038570,2020-03-20,is_preprint_of,10.3389/fmed.2020.00169,TRUE,10.3389/fmed.2020.00169
medRxiv,10.1101/2020.05.16.20104158,2020-05-20,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.04.20121947,2020-06-05,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.05.20083436,2020-05-08,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.20.20215814,2020-10-21,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.22.20217554,2020-10-26,NA,NA,FALSE,NA
medRxiv,10.1101/2020.09.24.20200238,2020-09-25,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.21.20136606,2020-06-23,NA,NA,FALSE,NA
medRxiv,10.1101/2020.05.17.20104885,2020-05-21,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.24.20078113,2020-04-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.04.24.20078709,2020-05-01,NA,NA,TRUE,10.3389/fmed.2020.00402
medRxiv,10.1101/2020.04.24.20077867,2020-04-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.11.28.20240077,2020-11-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.10.10.20210096,2020-10-13,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.28.20133561,2020-06-29,NA,NA,FALSE,NA
medRxiv,10.1101/2020.03.26.20044081,2020-03-30,NA,NA,FALSE,NA
medRxiv,10.1101/2020.06.17.20134254,2020-06-19,NA,NA,FALSE,NA
