source,identifier,posted_date,is_preprint_of,preprint_of_doi,published_date,published_journal,published_publisher,delay_in_days
PsyArXiv (OSF),10.31234/osf.io/nqru6,2020-04-18,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/epcyb,2020-03-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/u7vqp,2020-08-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4c7af,2020-06-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/k8us2,2020-05-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mtces,2020-09-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/8htb4,2020-09-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ag2r7,2020-08-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/zm39b,2020-09-25,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/nxdsk,2020-09-11,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/t3yxa,2020-05-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/aqkpm,2020-06-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/74qag,2020-09-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/zykq7,2020-07-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ce4n3,2020-04-04,is_preprint_of,10.1098/rsos.200644,2020-08-12,Royal Society Open Science,The Royal Society,130
PsyArXiv (OSF),10.31234/osf.io/84xju,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6q78h,2020-07-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/n3t5c,2020-07-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/52bw4,2020-02-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3kfmh,2020-04-16,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/f8gxk,2020-06-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/h4jn5,2020-10-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/r9q6g,2020-07-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6g7kh,2020-04-14,is_preprint_of,10.1007/s11469-020-00352-7,2020-06-22,International Journal of Mental Health and Addiction,Springer Science and Business Media LLC,69
PsyArXiv (OSF),10.31234/osf.io/q74e9,2020-08-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/uvh7s,2020-09-20,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jeq6y,2020-09-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jrpfd,2020-04-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/k23cv,2020-04-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/efdq5,2020-05-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ah6j3,2020-07-25,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/g29eb,2020-09-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/sw4vk,2020-09-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mnbxf,2020-06-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ucdg9,2020-09-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2d75g,2020-04-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/j3m2y,2020-07-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wdmvh,2020-08-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/gj3e5,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/z2pxg,2020-09-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/68djp,2020-04-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/8dtnq,2020-05-18,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5gskw,2020-05-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3qg9p,2020-09-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mupk2,2020-09-11,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wtcqy,2020-06-16,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/y34uv,2020-09-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/x9ch8,2020-06-12,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jnxcu,2020-08-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/w8hd5,2020-10-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/x976j,2020-04-16,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4z62t,2020-04-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mt3p4,2020-04-29,is_preprint_of,10.1007/s12144-020-00903-0,2020-06-29,Current Psychology,Springer Science and Business Media LLC,61
PsyArXiv (OSF),10.31234/osf.io/rpcy4,2020-03-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/79f5v,2020-07-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9v78y,2020-05-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2sc84,2020-05-07,is_preprint_of,10.1016/j.psychres.2020.113108,2020-05-19,Psychiatry Research,Elsevier BV,12
PsyArXiv (OSF),10.31234/osf.io/k8n5m,2020-07-18,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xm3j7,2020-09-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fjxze,2020-07-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/an4k6,2020-08-18,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/su3nv,2020-08-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/8svfa,2020-04-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4zr25,2020-06-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/gk6mt,2020-05-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/uarwz,2020-06-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/97zye,2020-07-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/cndz7,2020-06-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6gjfm,2020-05-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mq4fg,2020-04-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/qjhfp,2020-05-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/r7xaz,2020-06-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/cfp3r,2020-07-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/z26yk,2020-05-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xwhpm,2020-08-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/t5jne,2020-07-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/dsy57,2020-09-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3a85z,2020-04-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/njwmp,2020-09-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wuvta,2020-06-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ra93b,2020-05-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/st2rp,2020-09-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jftze,2020-04-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/umbew,2020-08-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ndyf4,2020-04-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/e8tqn,2020-05-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/kprd9,2020-09-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/uptyq,2020-04-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/y25gx,2020-09-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ezypg,2020-06-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/d5wph,2020-05-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/q3mkd,2020-09-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/sqh98,2020-08-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wsg89,2020-10-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/gwpj3,2020-04-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7cvdm,2020-08-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/nkwm7,2020-07-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2wjbu,2020-05-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ngdys,2020-07-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ctxkf,2020-05-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/uq4rn,2020-06-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/s32j8,2020-06-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/af8u4,2020-08-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9ehm7,2020-06-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/qeap8,2020-10-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xczb3,2020-05-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/q8kjv,2020-09-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/bnkve,2020-05-03,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/s7jeq,2020-07-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9njps,2020-04-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/cr3uv,2020-04-12,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/tmu8f,2020-04-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/tfy5q,2020-04-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4nzuy,2020-07-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/qe9b6,2020-04-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/huzc2,2020-09-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5vdpz,2020-07-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2xadq,2020-03-11,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4q2y9,2020-09-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7wghn,2020-07-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/eafwu,2020-07-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3jevh,2020-09-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/g93zw,2020-08-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/bzqhd,2020-07-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/95ujm,2020-07-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/gn6c9,2020-07-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/s83ru,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/rsbmz,2020-06-20,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/j4t2r,2020-04-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/b2s37,2020-06-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/bt5ac,2020-05-26,is_preprint_of,10.1093/abm/kaaa049,2020-07-01,Annals of Behavioral Medicine,Oxford University Press (OUP),36
PsyArXiv (OSF),10.31234/osf.io/457em,2020-10-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9whp4,2020-05-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6svxw,2020-05-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/z2x9a,2020-04-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/yhw74,2020-06-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ksj52,2020-05-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/nqsy5,2020-09-11,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/sndpm,2020-06-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/s5jkh,2020-04-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/bywu7,2020-06-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/x76mn,2020-06-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fsyxn,2020-08-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/yb2h8,2020-04-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/r4vwz,2020-08-31,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fjwvk,2020-05-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/hyd57,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wkhfr,2020-06-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/z934e,2020-08-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ucezm,2020-06-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jmctv,2020-06-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7yxe8,2020-10-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ua6tq,2020-05-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/hqke9,2020-04-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fvnmb,2020-06-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ydxwe,2020-08-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3ywkc,2020-06-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/h385v,2020-09-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/u5xzw,2020-09-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/tm69k,2020-04-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/n9mt5,2020-06-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xafwp,2020-08-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/96whj,2020-04-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/23u8a,2020-05-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/nz5s7,2020-05-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5stx4,2020-04-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2py3j,2020-07-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/hrbs4,2020-05-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/h3dte,2020-05-16,is_preprint_of,10.1037/int0000215,2020-06-08,Journal of Psychotherapy Integration,American Psychological Association (APA),23
PsyArXiv (OSF),10.31234/osf.io/bjx8r,2020-08-03,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/spxtw,2020-06-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7tme6,2020-09-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5cwb4,2020-09-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/8347d,2020-05-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/q3ehv,2020-09-12,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/478ef,2020-08-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/4tcv5,2020-05-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/rp5nh,2020-06-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/pcj4f,2020-06-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2m7re,2020-06-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/zjmr8,2020-07-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xju6y,2020-05-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jsuyg,2020-05-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/948qn,2020-05-16,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/h8w9e,2020-06-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/up6c3,2020-09-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3y874,2020-09-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/tg7vz,2020-05-11,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7863g,2020-05-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9yqs8,2020-03-20,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9zyk2,2020-08-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/hgzj9,2020-04-25,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7afmd,2020-04-20,is_preprint_of,10.1016/s2352-4642(20)30186-3,2020-06-12,The Lancet Child & Adolescent Health,Elsevier BV,53
PsyArXiv (OSF),10.31234/osf.io/y2cg5,2020-03-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/53qsk,2020-07-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fp7z8,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/naxf3,2020-06-12,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/edwta,2020-05-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/emgxc,2020-04-20,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ph3ny,2020-10-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/mu3ja,2020-08-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/97s5r,2020-05-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/cn8dy,2020-09-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6kytj,2020-07-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/2y7hu,2020-06-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/chw5d,2020-05-24,is_preprint_of,10.1080/09603123.2020.1802409,2020-08-02,International Journal of Environmental Health Research,Informa UK Limited,70
PsyArXiv (OSF),10.31234/osf.io/m7f8a,2020-04-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/yfkdx,2020-08-25,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/znj7h,2020-05-07,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5wdb3,2020-05-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/dqk7h,2020-04-30,is_preprint_of,10.1007/s00787-020-01631-3,2020-08-31,European Child & Adolescent Psychiatry,Springer Science and Business Media LLC,123
PsyArXiv (OSF),10.31234/osf.io/xgbpy,2020-05-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/53ey9,2020-06-12,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wykeq,2020-07-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/56hjc,2020-05-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/kjzsp,2020-05-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/dgr45,2020-07-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/6wdaz,2020-07-08,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/948ch,2020-07-09,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/wdbgc,2020-05-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ztgpn,2020-08-19,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/43fcg,2020-09-20,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ykupt,2020-09-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/c8weq,2020-07-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/dcynw,2020-06-17,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5k4ve,2020-08-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ndgkj,2020-07-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/kym49,2020-07-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/x5emj,2020-05-05,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jhprk,2020-05-18,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/3p6cd,2020-04-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/ma23n,2020-05-13,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/pkm2a,2020-03-23,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/m9vj2,2020-08-31,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/b56qj,2020-05-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/chy4b,2020-08-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/uzb5t,2020-07-28,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/bs3ej,2020-06-15,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/p924a,2020-05-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/zkfyb,2020-07-16,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/v7y85,2020-04-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/5w7du,2020-06-10,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/awzvs,2020-04-04,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/cehtk,2020-04-06,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/dr3gm,2020-04-22,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/xjd64,2020-08-03,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/p5gns,2020-06-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/58u7c,2020-08-14,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fz4ry,2020-06-30,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/7cvzj,2020-07-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/9p4tv,2020-05-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/whds4,2020-04-27,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/j6m8q,2020-04-26,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/fngx5,2020-05-29,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/y38m9,2020-03-24,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/zc2q8,2020-07-02,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/jkmut,2020-06-01,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/eqshn,2020-07-21,NA,NA,NA,NA,NA,NA
PsyArXiv (OSF),10.31234/osf.io/rcqx3,2020-07-17,NA,NA,NA,NA,NA,NA
